node,node,weight
理科大楼_699,秋实阁,1
理科大楼_700,理科大楼_507,10
理科大楼_701,理科大楼_109,9
理科大楼_702,理科大楼_339,9
理科大楼_703,理科大楼_300,4
理科大楼_704,理科大楼_583,1
理科大楼_705,理科大楼_492,10
理科大楼_706,理科大楼_596,10
理科大楼_707,理科大楼_588,6
理科大楼_708,理科大楼_107,10
理科大楼_709,理科大楼_67,10
理科大楼_710,理科大楼_610,3
理科大楼_711,理科大楼_471,9
理科大楼_712,理科大楼_102,3
理科大楼_713,理科大楼_337,9
理科大楼_714,理科大楼_381,10
理科大楼_715,理科大楼_170,5
理科大楼_716,理科大楼_318,7
理科大楼_717,理科大楼_362,10
理科大楼_718,理科大楼_585,1
理科大楼_719,校史馆,1
理科大楼_720,理科大楼_304,6
理科大楼_721,群贤堂,2
理科大楼_722,理科大楼_456,7
理科大楼_723,理科大楼_306,4
理科大楼_724,理科大楼_404,6
理科大楼_725,理科大楼_385,10
理科大楼_726,理科大楼_264,7
理科大楼_727,理科大楼_90,8
理科大楼_728,本科生公寓1号楼,6
理科大楼_729,理科大楼_512,5
理科大楼_730,理科大楼_131,4
理科大楼_731,理科大楼_604,9
理科大楼_732,理科大楼_133,6
理科大楼_733,理科大楼_59,1
理科大楼_734,理科大楼_222,10
理科大楼_735,理科大楼_112,7
理科大楼_736,理科大楼_192,3
理科大楼_737,理科大楼_116,9
理科大楼_738,理科大楼_341,5
理科大楼_739,理科大楼_273,10
理科大楼_740,理科大楼_589,8
理科大楼_741,理科大楼_81,7
理科大楼_742,理科大楼_345,4
理科大楼_743,理科大楼_123,4
理科大楼_744,河西浴室,10
理科大楼_745,外语学院楼,4
理科大楼_746,理科大楼_632,4
理科大楼_747,理科大楼_417,8
理科大楼_748,理科大楼_109,7
理科大楼_749,理科大楼_474,3
理科大楼_750,丽娃浴室,3
理科大楼_751,理科大楼_407,6
理科大楼_752,理科大楼_252,4
理科大楼_753,理科大楼_71,3
理科大楼_754,理科大楼_237,6
理科大楼_755,理科大楼_628,6
理科大楼_756,理科大楼_112,10
理科大楼_757,理科大楼_554,5
理科大楼_758,理科大楼_114,3
理科大楼_759,理科大楼_624,4
理科大楼_760,理科大楼_164,5
理科大楼_761,理科大楼_540,10
理科大楼_762,理科大楼_470,1
理科大楼_763,理科大楼_470,4
理科大楼_764,理科大楼_621,8
理科大楼_765,理科大楼_52,2
理科大楼_766,理科大楼_597,5
理科大楼_767,理科大楼_642,7
理科大楼_768,理科大楼_363,1
理科大楼_769,理科大楼_423,6
理科大楼_770,理科大楼_766,6
理科大楼_771,理科大楼_689,2
理科大楼_772,田径场,2
理科大楼_773,理科大楼_368,8
理科大楼_774,理科大楼_90,7
理科大楼_775,理科大楼_405,10
理科大楼_776,理科大楼_258,4
理科大楼_777,理科大楼_212,2
理科大楼_778,理科大楼_338,4
理科大楼_779,理科大楼_372,10
理科大楼_780,理科大楼_759,8
理科大楼_781,理科大楼_559,6
理科大楼_782,理科大楼_328,5
理科大楼_783,理科大楼_754,9
理科大楼_784,理科大楼_469,5
理科大楼_785,理科大楼_72,3
理科大楼_786,理科大楼_539,7
理科大楼_787,理科大楼_223,4
理科大楼_788,理科大楼_60,6
理科大楼_789,莲花路警卫室,9
理科大楼_790,理科大楼_357,5
理科大楼_791,理科大楼_582,8
理科大楼_792,理科大楼_606,3
理科大楼_793,理科大楼_199,3
理科大楼_794,理科大楼_782,8
理科大楼_795,理科大楼_397,6
理科大楼_796,理科大楼_789,4
理科大楼_797,理科大楼_733,9
理科大楼_798,理科大楼_31,4
理科大楼_799,理科大楼_217,2
理科大楼_800,实验A楼,1
理科大楼_801,理科大楼_405,8
理科大楼_802,理科大楼_463,10
理科大楼_803,理科大楼_154,3
理科大楼_804,理科大楼_357,8
理科大楼_805,理科大楼_59,8
理科大楼_806,理科大楼_351,8
理科大楼_807,理科大楼_542,4
理科大楼_808,理科大楼_20,5
理科大楼_809,理科大楼_609,7
理科大楼_810,理科大楼_493,6
理科大楼_811,理科大楼_702,1
理科大楼_812,理科大楼_750,1
理科大楼_813,秋林阁,9
理科大楼_814,理科大楼_601,7
理科大楼_815,理科大楼_167,9
理科大楼_816,理科大楼_160,2
理科大楼_817,理科大楼_479,3
理科大楼_818,理科大楼_385,1
理科大楼_819,理科大楼_148,8
理科大楼_820,理科大楼_744,9
理科大楼_821,理科大楼_720,10
理科大楼_822,理科大楼_47,10
理科大楼_823,理科大楼_207,5
理科大楼_824,理科大楼_480,8
理科大楼_825,理科大楼_788,1
理科大楼_826,理科大楼_62,10
理科大楼_827,理科大楼_633,1
理科大楼_828,理科大楼_449,8
理科大楼_829,理科大楼_221,7
理科大楼_830,心理健康教育与咨询中心,9
理科大楼_831,理科大楼_193,5
理科大楼_832,理科大楼_211,10
理科大楼_833,理科大楼_68,6
理科大楼_834,理科大楼_242,9
理科大楼_835,梅陇井,5
理科大楼_836,理科大楼_295,6
理科大楼_837,理科大楼_115,8
理科大楼_838,理科大楼_229,8
理科大楼_839,理科大楼_316,8
理科大楼_840,理科大楼_51,4
理科大楼_841,理科大楼_56,9
理科大楼_842,理科大楼_702,10
理科大楼_843,理科大楼_276,2
理科大楼_844,理科大楼_603,7
理科大楼_845,理科大楼_774,8
理科大楼_846,理科大楼_664,4
理科大楼_847,理科大楼_85,6
理科大楼_848,理科大楼_96,10
理科大楼_849,理科大楼_764,8
理科大楼_850,理科大楼_510,1
理科大楼_851,理科大楼_331,8
理科大楼_852,理科大楼_110,2
理科大楼_853,理科大楼_834,8
理科大楼_854,理科大楼_843,4
理科大楼_855,理科大楼_388,3
理科大楼_856,理科大楼_134,10
理科大楼_857,理科大楼_465,2
理科大楼_858,理科大楼_261,4
理科大楼_859,理科大楼_781,8
理科大楼_860,学生活动中心,6
理科大楼_861,理科大楼_809,5
理科大楼_862,理科大楼_396,9
理科大楼_863,理科大楼_519,1
理科大楼_864,理科大楼_659,4
理科大楼_865,理科大楼_500,5
理科大楼_866,理科大楼_471,5
理科大楼_867,理科大楼_559,8
理科大楼_868,理科大楼_552,9
理科大楼_869,理科大楼_792,3
理科大楼_870,理科大楼_117,8
理科大楼_871,理科大楼_619,3
理科大楼_872,理科大楼_676,3
理科大楼_873,理科大楼_344,8
理科大楼_874,理科大楼_136,10
理科大楼_875,理科大楼_797,9
理科大楼_876,理科大楼_829,4
理科大楼_877,理科大楼_766,4
理科大楼_878,理科大楼_745,5
理科大楼_879,理科大楼_834,2
理科大楼_880,理科大楼_603,9
理科大楼_881,理科大楼_58,8
理科大楼_882,理科大楼_620,7
理科大楼_883,理科大楼_13,9
理科大楼_884,信息化办公室,5
理科大楼_885,理科大楼_721,10
理科大楼_886,理科大楼_637,3
理科大楼_887,理科大楼_223,6
理科大楼_888,理科大楼_484,7
理科大楼_889,理科大楼_833,8
理科大楼_890,理科大楼_585,4
理科大楼_891,理科大楼_845,9
理科大楼_892,理科大楼_498,4
理科大楼_893,理科大楼_705,8
理科大楼_894,理科大楼_803,7
理科大楼_895,理科大楼_460,9
理科大楼_896,理科大楼_525,10
理科大楼_897,理科大楼_815,2
理科大楼_898,理科大楼_464,6
理科大楼_899,理科大楼_898,5
理科大楼_900,理科大楼_638,1
理科大楼_901,理科大楼_677,3
理科大楼_902,理科大楼_47,5
理科大楼_903,理科大楼_674,8
理科大楼_904,理科大楼_498,10
理科大楼_905,理科大楼_697,9
理科大楼_906,理科大楼_262,10
理科大楼_907,理科大楼_556,1
理科大楼_908,理科大楼_475,10
理科大楼_909,理科大楼_98,5
理科大楼_910,理科大楼_679,8
理科大楼_911,理科大楼_142,1
理科大楼_912,理科大楼_308,8
理科大楼_913,理科大楼_119,9
理科大楼_914,理科大楼_909,1
理科大楼_915,理科大楼_834,7
理科大楼_916,理科大楼_657,7
理科大楼_917,理科大楼_111,9
理科大楼_918,理科大楼_917,10
理科大楼_919,第一教学楼,2
理科大楼_920,理科大楼_442,9
理科大楼_921,理科大楼_256,3
理科大楼_922,理科大楼_294,2
理科大楼_923,理科大楼_218,10
理科大楼_924,理科大楼_802,3
理科大楼_925,理科大楼_830,1
理科大楼_926,理科大楼_215,8
理科大楼_927,理科大楼_681,6
理科大楼_928,理科大楼_799,8
理科大楼_929,理科大楼_413,4
理科大楼_930,理科大楼_367,6
理科大楼_931,理科大楼_358,8
理科大楼_932,理科大楼_909,6
理科大楼_933,理科大楼_89,9
理科大楼_934,理科大楼_183,7
理科大楼_935,理科大楼_784,5
理科大楼_936,理科大楼_57,5
理科大楼_937,理科大楼_189,1
理科大楼_938,理科大楼_619,2
理科大楼_939,研究生公寓4号楼,6
理科大楼_940,理科大楼_90,10
理科大楼_941,理科大楼_524,2
理科大楼_942,理科大楼_12,1
理科大楼_943,理科大楼_905,6
理科大楼_944,理科大楼_59,9
理科大楼_945,理科大楼_485,4
理科大楼_946,理科大楼_404,8
理科大楼_947,理科大楼_564,2
理科大楼_948,计算机中心,7
理科大楼_949,理科大楼_815,9
理科大楼_950,理科大楼_607,9
理科大楼_951,理科大楼_198,9
理科大楼_952,理科大楼_78,10
理科大楼_953,理科大楼_705,7
理科大楼_954,理科大楼_124,6
理科大楼_955,理科大楼_592,10
理科大楼_956,理科大楼_924,5
理科大楼_957,理科大楼_78,9
理科大楼_958,理科大楼_146,2
理科大楼_959,理科大楼_171,8
理科大楼_960,心理健康教育与咨询中心,5
理科大楼_961,理科大楼_274,3
理科大楼_962,理科大楼_398,10
理科大楼_963,理科大楼_474,5
理科大楼_964,理科大楼_134,7
理科大楼_965,理科大楼_231,6
理科大楼_966,理科大楼_417,10
理科大楼_967,理科大楼_599,6
理科大楼_968,理科大楼_780,7
理科大楼_969,理科大楼_84,6
理科大楼_970,理科大楼_41,8
理科大楼_971,理科大楼_895,2
理科大楼_972,思群堂,6
理科大楼_973,理科大楼_324,9
理科大楼_974,理科大楼_227,4
理科大楼_975,理科大楼_613,4
理科大楼_976,理科大楼_196,6
理科大楼_977,理科大楼_666,1
理科大楼_978,理科大楼_409,5
理科大楼_979,理科大楼_552,10
理科大楼_980,理科大楼_65,8
理科大楼_981,理科大楼_656,4
理科大楼_982,理科大楼_250,2
理科大楼_983,理科大楼_679,2
理科大楼_984,理科大楼_733,9
理科大楼_985,理科大楼_557,2
理科大楼_986,马克思主义学院楼,4
理科大楼_987,理科大楼_590,1
理科大楼_988,校史馆,1
理科大楼_989,理科大楼_705,6
理科大楼_990,理科大楼_487,4
理科大楼_991,理科大楼_340,2
理科大楼_992,理科大楼_653,9
理科大楼_993,理科大楼_225,1
理科大楼_994,理科大楼_849,7
理科大楼_995,理科大楼_802,5
理科大楼_996,理科大楼_463,8
理科大楼_997,理科大楼_432,9
理科大楼_998,理科大楼_250,8
理科大楼_999,理科大楼_161,1
理科大楼_1000,理科大楼_988,3
理科大楼_1001,理科大楼_340,3
理科大楼_1002,理科大楼_426,10
理科大楼_1003,理科大楼_652,2
理科大楼_1004,理科大楼_761,9
理科大楼_1005,理科大楼_678,2
理科大楼_1006,理科大楼_539,2
理科大楼_1007,理科大楼_864,9
理科大楼_1008,理科大楼_699,1
理科大楼_1009,桃李园广场,5
理科大楼_1010,理科大楼_959,8
理科大楼_1011,理科大楼_260,6
理科大楼_1012,青年教师公寓,6
理科大楼_1013,理科大楼_689,8
理科大楼_1014,理科大楼_589,4
理科大楼_1015,理科大楼_809,6
理科大楼_1016,理科大楼_953,7
理科大楼_1017,理科大楼_947,2
理科大楼_1018,理科大楼_939,4
理科大楼_1019,理科大楼_786,7
理科大楼_1020,基建处,5
理科大楼_1021,理科大楼_130,8
理科大楼_1022,理科大楼_956,2
理科大楼_1023,理科大楼_561,5
理科大楼_1024,理科大楼_960,1
理科大楼_1025,理科大楼_541,6
理科大楼_1026,理科大楼_904,10
理科大楼_1027,理科大楼_881,5
理科大楼_1028,理科大楼_270,2
理科大楼_1029,理科大楼_22,2
理科大楼_1030,理科大楼_593,4
理科大楼_1031,理科大楼_723,1
理科大楼_1032,理科大楼_105,1
理科大楼_1033,理科大楼_399,2
理科大楼_1034,理科大楼_499,1
理科大楼_1035,理科大楼_438,5
理科大楼_1036,理科大楼_748,5
理科大楼_1037,理科大楼_196,7
理科大楼_1038,理科大楼_215,4
理科大楼_1039,理科大楼_834,1
理科大楼_1040,理科大楼_639,7
理科大楼_1041,理科大楼_757,4
理科大楼_1042,理科大楼_19,8
理科大楼_1043,理科大楼_757,3
理科大楼_1044,理科大楼_1041,7
理科大楼_1045,理科大楼_799,2
理科大楼_1046,理科大楼_1040,10
理科大楼_1047,理科大楼_107,8
理科大楼_1048,理科大楼_164,10
理科大楼_1049,理科大楼_276,3
理科大楼_1050,理科大楼_687,4
理科大楼_1051,理科大楼_756,2
理科大楼_1052,理科大楼_961,8
理科大楼_1053,理科大楼_120,8
理科大楼_1054,理科大楼_639,9
理科大楼_1055,理科大楼_354,6
理科大楼_1056,理科大楼_812,10
理科大楼_1057,理科大楼_629,5
理科大楼_1058,理科大楼_1054,5
理科大楼_1059,理科大楼_920,4
理科大楼_1060,理科大楼_377,1
理科大楼_1061,理科大楼_115,2
理科大楼_1062,理科大楼_880,3
理科大楼_1063,理科大楼_773,3
理科大楼_1064,理科大楼_87,1
理科大楼_1065,理科大楼_337,10
理科大楼_1066,理科大楼_619,4
理科大楼_1067,理科大楼_350,5
理科大楼_1068,理科大楼_1028,1
理科大楼_1069,研究生公寓2号楼,4
理科大楼_1070,理科大楼_1022,9
理科大楼_1071,理科大楼_907,4
理科大楼_1072,理科大楼_159,6
理科大楼_1073,心理健康教育与咨询中心,3
理科大楼_1074,理科大楼_970,3
理科大楼_1075,理科大楼_516,7
理科大楼_1076,理科大楼_556,2
理科大楼_1077,理科大楼_68,9
理科大楼_1078,理科大楼_1065,2
理科大楼_1079,理科大楼_145,10
理科大楼_1080,理科大楼_100,8
理科大楼_1081,理科大楼_647,5
理科大楼_1082,校园警卫室,8
理科大楼_1083,理科大楼_555,1
理科大楼_1084,理科大楼_406,3
理科大楼_1085,理科大楼_722,7
理科大楼_1086,理科大楼_656,7
理科大楼_1087,理科大楼_970,1
理科大楼_1088,理科大楼_1009,5
理科大楼_1089,理科大楼_265,7
理科大楼_1090,理科大楼_650,10
理科大楼_1091,理科大楼_605,9
理科大楼_1092,理科大楼_52,3
理科大楼_1093,理科大楼_1044,4
理科大楼_1094,理科大楼_46,8
理科大楼_1095,理科大楼_1040,4
理科大楼_1096,理科大楼_886,4
理科大楼_1097,理科大楼_987,2
理科大楼_1098,理科大楼_877,2
理科大楼_1099,理科大楼_1077,1
理科大楼_1100,理科大楼_1066,2
理科大楼_1101,信息化办公室,2
理科大楼_1102,理科大楼_142,3
理科大楼_1103,理科大楼_1050,2
理科大楼_1104,理科大楼_361,5
理科大楼_1105,理科大楼_674,10
理科大楼_1106,理科大楼_264,7
理科大楼_1107,理科大楼_208,3
理科大楼_1108,西操场,6
理科大楼_1109,理科大楼_894,9
理科大楼_1110,理科大楼_341,1
理科大楼_1111,理科大楼_802,6
理科大楼_1112,生物实验楼,9
理科大楼_1113,理科大楼_536,10
理科大楼_1114,理科大楼_95,3
理科大楼_1115,理科大楼_700,3
理科大楼_1116,理科大楼_313,9
理科大楼_1117,丽娃河,9
理科大楼_1118,理科大楼_235,5
理科大楼_1119,理科大楼_798,8
理科大楼_1120,理科大楼_529,10
理科大楼_1121,理科大楼_207,6
理科大楼_1122,理科大楼_2,8
理科大楼_1123,理科大楼_867,5
理科大楼_1124,理科大楼_499,8
理科大楼_1125,理科大楼_968,1
理科大楼_1126,理科大楼_853,5
理科大楼_1127,理科大楼_198,7
理科大楼_1128,理科大楼_774,2
理科大楼_1129,理科大楼_1048,3
理科大楼_1130,理科大楼_290,4
理科大楼_1131,理科大楼_251,4
理科大楼_1132,本科生公寓6号楼,1
理科大楼_1133,闵行校区大门,5
理科大楼_1134,理科大楼_353,6
理科大楼_1135,理科大楼_127,2
理科大楼_1136,理科大楼_843,3
理科大楼_1137,理科大楼_370,9
理科大楼_1138,理科大楼_718,2
理科大楼_1139,理科大楼_30,4
理科大楼_1140,理科大楼_197,8
理科大楼_1141,理科大楼_484,9
理科大楼_1142,理科大楼_914,5
理科大楼_1143,理科大楼_398,7
理科大楼_1144,理科大楼_126,8
理科大楼_1145,东操场,6
理科大楼_1146,理科大楼_661,7
理科大楼_1147,理科大楼_1101,8
理科大楼_1148,理科大楼_279,3
理科大楼_1149,理科大楼_1083,8
理科大楼_1150,理科大楼_208,1
理科大楼_1151,理科大楼_362,1
理科大楼_1152,理科大楼_452,9
理科大楼_1153,理科大楼_143,1
理科大楼_1154,理科大楼_1086,9
理科大楼_1155,理科大楼_771,8
理科大楼_1156,理科大楼_707,1
理科大楼_1157,理科大楼_730,7
理科大楼_1158,理科大楼_937,4
理科大楼_1159,统计学院楼,1
理科大楼_1160,理科大楼_1018,5
理科大楼_1161,理科大楼_761,7
理科大楼_1162,理科大楼_820,9
理科大楼_1163,理科大楼_701,7
理科大楼_1164,理科大楼_444,7
理科大楼_1165,理科大楼_741,1
理科大楼_1166,理科大楼_798,4
理科大楼_1167,理科大楼_26,1
理科大楼_1168,信息化办公室,9
理科大楼_1169,学生资助管理中心,9
理科大楼_1170,理科大楼_205,5
